DID,Name,Designation,Specialities,Branch
PDC-595,DR. MOST. SALMA AKHTAR ZAHAN (POLY),"MBBS, BCS (Health) FCPS (Gynae& Obs) MCPS (Gynae& Obs), Consulanat Dipartment Of Gynae& Obs , Rajshahi Medical College & Hospital",Gynaecology,Rajshahi
PDC-596,DR. SHAHNAJ SULTANA (SWEET),"MBBS, BCS (Health) FCPS (Gynae&Obs) MCPS (Gynae&Obs) , Consultanat Dipaartment Of Gynaecology , Rajshahi Medical College & Hospital",Gynaecology,Rajshahi
PDC-597,ASSOCIATE PROF. DR. SHILPI SAHA,,Gynaecology,Garib-E-Newaz
PDC-598,PROFESSOR DR. SURAIYA SULTANA,,Gynaecology,Garib-E-Newaz
PDC-599,ASSOCIATE PROF. DR. HAFIJA AKTER,,Gynaecology,Garib-E-Newaz
PDC-600,PROF DR. JESMIN AKTER,,Gynaecology,Garib-E-Newaz
PDC-601,PROF. DR. RUNA LAILA,"MBBS,FCPS,MCPS,Fartility Specialist,Advanced Diploma In Art and Reproductive Medicine (Uk),CT Medical",Gynaecology,Garib-E-Newaz
PDC-602,DR.IVY NASRIN,"MBBS (Dhaka Medical College ) BCS (Health ), FCPS (Obs. & Gynee) FCPS ( Reproductive Endocrinology & Infertility ) Specialist in Infertility, Obstrics Gynecology & Reproductive Hormones. Gynecology Laparoscopic And Hysteroscopic Surgeon. Advance Training in (IVF).",Gynaecology,Khulna
PDC-603,DR. NASIMA AKTER ( MORNING ),MBBS.FCPS(Gynae). DGO (Gynae). MS ( Gynae) Sheikh Mujib Medical College University,Gynaecology,Jatrabari
PDC-604,ASSOCIATE PROF. DR. FAHIMA AFROZE,,Gynaecology,Garib-E-Newaz
PDC-605,PROFESSOR DR. FATIMA DOLON,,Gynaecology,Garib-E-Newaz
PDC-606,DR.NAZIA BINTE ALAMGIR,,Gynaecology,Garib-E-Newaz
PDC-607,PROFESSOR DR. FERDOUS MAHAL ROONI,,Gynaecology,Garib-E-Newaz
PDC-608,DR. MANOWARA SULTANA ROSY,,Gynaecology,Chattogram
PDC-609,DR.SELINA AKTER SHILU,"MBBS, MCPS, (Obs & Gynee) Senior Consultant.Obstetrics, Gynaecology Specialist & Surgeon .BMDC Reg-15503.",Gynaecology,Khulna
PDC-610,ASSIT. PROF. DR. SOHELI NARGIS,,Gynaecology,Garib-E-Newaz
PDC-611,DR.ASHRAFUN NESA ( MOMY),"MBBS, BCS (Health) FCPS (Gynae & Obs) Gynae & Obs. Specialist & Surgeon , Rajshahi Medical College & Hospital .",Gynaecology,Rajshahi
PDC-612,ASST .PROF. NASRIN SULTANA BEAUTY,,Gynaecology,Garib-E-Newaz
PDC-613,DR. RAWSHAN ARA BEGUM,,Gynaecology,Chattogram
PDC-614,PROF. DR. SK. NURUL ALAM,,Orthopaedic Surgery,Dhanmondi
PDC-615,PROF. DR. MUHAMMAD SHAHIDUZZAMAN,,Orthopaedic Surgery,Dhanmondi
PDC-616,PROF. DR. MOINUDDIN AHMED CHOWDHURY,,Orthopaedic Surgery,Dhanmondi
PDC-617,PROF. DR. MD. ANOWARUL ISLAM,"MBBS (Dhaka), MS (Ortho), FICS (USA), FACS (USA), FRCS-(Glasgow-UK), Fellow-Spine Surgery, Professor & Division Head Spine Surgery, BSMMU",Orthopaedic Surgery,Dhanmondi
PDC-618,DR. G M REZA,"MBBS, MCPS (Surgery), D (Ortho), MS (Ortho), AAOS (USA), Fellow Joint Replacement Surgery, Apollo Hospital, Delhi. National Institute of Traumatology & Orthopaedic Rehabilitation (NITOR).",Orthopaedic Surgery,Dhanmondi
PDC-619,DR. S. A. JONAYED,,Orthopaedic Surgery,Dhanmondi
PDC-620,ASSO. PROF. DR. BABUL KUMAR SAHA,,"Orthopaedic Surgery, Orthopedics",Barisal
PDC-621,DR. SUDIP KUMAR HALDER,,"Orthopaedic Surgery, Orthopedics",Barisal
PDC-622,ASST. PROF. DR. MD. FERDOUS RAYHAN,,"Orthopaedic Surgery, Orthopedics",Barisal
PDC-623,DR. MD. MAHMUD ULLAH MAHIN,,"Orthopaedic Surgery, Orthopedics",Barisal
PDC-624,ASSO. PROF. DR. MALAY KUMAR SAHA,"MBBS,D-Ortho(NITOR),MS-Ortho(NITOR) Bone & Joint Specialist .Associate Professor,Department Of Orthopaedic Surgery.Mymensingh Medical College & Hospital,Mymensingh Ex-RS(Orthopaedics & Traumatology) Ex-RS(Casualty)",Orthopaedic Surgery,Mymensingh
PDC-625,PROF. DR. MD. SAIFUL ISLAM,"MBBS (DU),MS (Ortho),APSS Fellowship (Hongkong),Fellow APOA (Australia,Thailand),Fellowship Paediatric Orthopedics,SIOR(India),Master Training on Club Foot Management(NITOR),AO (Trauma) Basic Course & AO (Trauma) Advance Course,Member American Academy of Orthopaedic Surgeons (AAOS),Member AO Trauma,Member SICOT (Canada),Member EFORT (Portugal). Professor & Head Of The Departmet. Mymensingh Medical College & Hospital,Mymensingh.",Orthopaedic Surgery,Mymensingh
PDC-626,ASST. PROF. DR. MOHAMMAD TARIQUL ALAM (NOMAN),"MBBS (Dhaka), M.S (Orthopedic Surgery) Fellow-AOAF (India), Fellow-Paediatric Orthopedics (South Korea), Assistant Professor (Peadiatric Othopaedics). Mymensingh Medical College & Hospital, Mymensingh",Orthopaedic Surgery,Mymensingh
PDC-627,ASST. PROF. DR. BELAYET HOSSAIN (MORNING),"MBBS.(Dhaka),MS(Ortho-Surgery). Ex-Asst.Professor,Orthopedic Department. Mymensingh Medical College & Hospital.Mymensingh.",Orthopaedic Surgery,Mymensingh
PDC-628,PROF. DR. MD. NAZRUL ISLAM,"MBBS,D-ortho,Orthopedic,trauma surgeon and orthopedic,rheumatologist and surgeon,Professor and Head of Department, Holy Family Red Crescent Medical College Hospital",Orthopaedic Surgery,Shantinagar
PDC-629,ASSO. PROF. DR. MD. ALI FAISAL LITON,"MBBS,MS (Ortho Surgery),Bangabandhu Sheikh Mujib Medical University (BSMMU) Dhaka",Orthopaedic Surgery,Shantinagar
PDC-630,DR. KAMAL UDDIN AHMED,"MBBS,MS,FICS (Consultant of Popular Diagnostic Centre)",Orthopaedic Surgery,Shantinagar
PDC-631,DR. KAZI MD. HEDAYET ULLAH,"MBBS,BCS,D.Ortho (Bangladesh Bank)",Orthopaedic Surgery,Shantinagar
PDC-632,DR. O Z M DASTAGIR,"MBBS, D Ortho, MS Ortho, FACS (USA) Fellow AO Trauma (Germany) Fellow Minimal Invasive Spine Surgery (India), APOA-SIAA Fellow Arthroplasty (India), WHO Fellow Arthroplasty, Arthroscopy(India), AO Trauma (Basic, Advanced), AO Spine Basic(Nepal), AO Spine Advanced-Minimal Invasive Spine Surgery (India), Senior Consultant Spine, Ortho & Trauma Surgeon",Orthopaedic Surgery,Dhanmondi
PDC-633,ASST. PROF. DR. SHIHAB UDDIN SHIHAB,,"Orthopaedic Surgery, Orthopedics",Barisal
PDC-634,DR.MANASH CHANDRO SARKAR,,Orthopaedic Surgery,Savar
PDC-635,ASST.PROF.DR.MD.SUBIR HOSSEN,,Orthopaedic Surgery,Savar
PDC-636,DR.S.M.MOSHEEUR RAHMAN,,Orthopaedic Surgery,Savar
PDC-637,PROF.DR.S M IDRIS ALI,,"Orthopaedic Surgery, Orthopedics",Barisal
PDC-638,DR. A.J.M MUSADDEQUE REZA (RIPON),,Orthopaedic Surgery,Kushtia
PDC-639,PROF. RETD. DR. MD. MAIDUL ISLAM,"MS (Orthopaedics), FCPS (Physiatrics) Former :  Assistant Professor (Physical Medicine) - CMC Assistant Professor (Orthapaedic Surgery) - CMC Senior Consultant (Orthapaedic Surgery) - CMC Associate Professor (Orthapaedic Surgery) - USTC Professor (C.C) (Orthopaedics Surgery) - ZHSWMC&H.","Orthopaedic Surgery, Orthopedics",Noakhali
PDC-640,PROF. DR. SAMARJIT BARUA,"MBBS(DMC), MS(Ortho), AO-Sec Fellow,Ahmedabad,India, AO-Trauma(Advanced)&(Masters), Switzerland. Orthopaedic Surgeon,Puna,India, Dept. Of Head Shaheed Monsur Ali Medical College & Hospital.Uttara.",Orthopaedic Surgery,Gazipur
PDC-641,ASSO. PROF. DR. FAZLUL HAQUE QASEM,"MBBS,MS(Ortho), Fellow, Joint Replacement (India), Fellow- Trauma (South Korea & Thailand), Asso. Prof. Department Of Orthopaedic Surgery Dhaka Medical College & Hospital, Dhaka",Orthopaedic Surgery,Gazipur
PDC-642,DR. S R AHMED (RAZU),"MBBS, BCS(Health), MS(Orthopedic Surgery), Member Asis Pasific Spine Society(APSS) Trauma, Orthopedic & Spine Specialist Surgeon, National Institute of Traumatology and Orthopedic Rehabilitation (NITOR).",Orthopaedic Surgery,Gazipur
PDC-643,DR. OBAIDUL HAQUE SABBIR,,Orthopaedic Surgery,Badda
PDC-644,DR. SAZZAD HOSSAIN,,Orthopaedic Surgery,Badda
PDC-645,DR. MOIN AHMED FERDOUS RUBEL,,Orthopaedic Surgery,Badda
PDC-646,ASSOC. PROF. DR. SUBRATA KUMAR PRAMANIK,"MBBS, MS (Ortho Surgery), Associate Professor, Department of Orthopedic & Traumatology, Rajshahi Medical College & Hospital",Orthopaedic Surgery,Rajshahi
PDC-647,ASSTT. PROF. DR. DEBASHISH ROY (EVENING),"Life member: Asia Pacific Orthopedic Association, Life Member: Indian Orthopedic Association, Member : World Orthopedic Concern",Orthopaedic Surgery,Rajshahi
PDC-648,ASSTT. PROF. DR. MD. SOFIKUL ISLAM (ORTHO),"MBBS, BCS (Health), MS (Orthopedics Surgery), Assistant Professor, Department of Orthopedic Surgery, Rajshahi Medical College & Hospital",Orthopaedic Surgery,Rajshahi
PDC-649,ASSTT. PROF. DR. MD. HABIBUL HASAN,"MBBS, BCS, MCPS (Surgery), FCPS (Ortho Surgery), Asstt. Prof., Orthopedic Surgery, Rajshahi Medical College & Hospital",Orthopaedic Surgery,Rajshahi
PDC-650,PROFESSOR DR.SERAJ UDDIN AHAMMED,,Orthopaedic Surgery,Shyamoli
PDC-651,PROFESSOR. DR. SK NURUL ALOM,"MBBS(DMC)FCPS,MS-(Ortho),D-(Ortho)",Orthopaedic Surgery,Shyamoli
PDC-652,PROFESSOR. DR. MD. M SAJJAD HUSSAIN,"MBBS,MS-(Ortho),FICS(Ortho),Truma & Ortho Surgery",Orthopaedic Surgery,Shyamoli
PDC-653,PROFESSOR. DR. MD. SHOFIKUL ALOM,,Orthopaedic Surgery,Shyamoli
PDC-654,ASSO. PROF. DR. ASHRAFUL ISLAM,,Orthopaedic Surgery,English road
PDC-655,ASST.PROF. DR. A.B.M ZAKIR UDDIN,,Orthopaedic Surgery,English road
PDC-656,DR. SHAWON DATTA,,Orthopaedic Surgery,English road
PDC-657,DR. MD. MYNUL HASAN CHISHTY,,Orthopaedic Surgery,English road
PDC-658,PROF. DR. MD. ABDUR ROB,Professor,Orthopaedic Surgery,Uttara
PDC-659,PROF. BRIG. GEN. ABDUR RAHMAN MOLLAH,,Orthopaedic Surgery,Uttara
PDC-660,ASST. PROF. DR. MD. INSANUL ALAM,,Orthopaedic Surgery,Uttara
PDC-661,DR. ANANTA KUMAR BHAKTA,,Orthopaedic Surgery,Uttara
PDC-662,DR. MD. SHAHIDUL ISLAM,"MBBS, MS(Ortho) General Hospital(Victoria), Narayanganj.",Orthopaedic Surgery,Narayangonj
PDC-663,ASSO. PROF. DR. G.M REZA,"MBBS,MCPS(SURGERY),D(ORTHO),MS(ORTHO)AAOS(USA).National Institute of Traumatology and Orthopedic Rehabilitation(NITOR) (Retd.)",Orthopaedic Surgery,Narayangonj
PDC-664,ASST. PROF. DR. ALAMGIR HOSSAIN JONY,"MBBS, BCS(HEALTH), MS(ORTHOPEDIC). Mugda Medical & Hospital, Dhaka.",Orthopaedic Surgery,Narayangonj
PDC-665,PROF. DR. M.A MALEK MURAD,"MBBS(DMC),MS(ORTHO) Ad-din Medicla College Hospital",Orthopaedic Surgery,Narayangonj
PDC-666,ASST. PROF. DR. HARUN OR RASHID KHAN,"MBBS,D.ORTHO(DU),MS(ORTHO). National Institute of Traumatology and Orthopedic Rehabilitation(NITOR)",Orthopaedic Surgery,Narayangonj
PDC-667,DR. MD. KHALED MONSUR,"MBBS,D ORTHO(DU).National Institute of Traumatology and Orthopedic Rehabilitation(NITOR)",Orthopaedic Surgery,Narayangonj
PDC-668,ASST. PROF. DR. H.A RASHID,"MBBS,BCS,MS(ORTHO).Dhaka Medical College Hospital",Orthopaedic Surgery,Narayangonj
PDC-669,ASST. PROF. DR. MD. MAHBUBUR RAHMAN KHAN,"MBBS,BCS(HEALTH),MS(ORTHO SURGERY). National Institute of Traumatology and Orthopedic Rehabilitation(NITOR)",Orthopaedic Surgery,Narayangonj
PDC-670,DR. DIBAKAR SARKAR,"MBBS,BCS,MS,(ORTHO SURGERY) AO ADVANCE(INDONESIA) CONSULTANT(ORTHO-SURGERY) NITOR,DHAKA",Orthopaedic Surgery,Narayangonj
PDC-671,DR. MD. HAIDAR ALI SHIMUL,"MBBS,MS(ORTHO). Dhaka Medical College Hospital",Orthopaedic Surgery,Narayangonj
PDC-672,ASST. PROF. DR. ZAHANGIR HAWLADAR,"MBBS, D-Ortho. Kumudini Women's Medical College & Hospital",Orthopaedic Surgery,Narayangonj
PDC-673,ASSO. PROF. DR. MIZANUR RAHAMAN KALLOL,MBBS.D-ORTHO,Orthopaedic Surgery,English road
PDC-674,ASSOC.PROF. DR. MD. WADUDUL HOQUE TARAFDER (NAHID),Associate Professor,Orthopaedic Surgery,Bogura
PDC-675,ASSOC. PROF. DR. MD. REZAUL KARIM,,Orthopaedic Surgery,Bogura
PDC-676,ASSTT. PROF. DR. MD. MOHIUDDIN ASLAM (KOUSHIK),,Orthopaedic Surgery,Bogura
PDC-677,ASSTT. PROF. DR. ABDULLAH AL MUTI (SUBORNO),,Orthopaedic Surgery,Bogura
PDC-678,DR. MD. AMJAD ALI,,Orthopaedic Surgery,Mirpur
PDC-679,PROF. DR. SAYEDUR RAHMAN,,Orthopaedic Surgery,Mirpur
PDC-680,PROF. BRIG.GEN. DR. MD. SHAHIDULLAH,,Orthopaedic Surgery,Mirpur
PDC-681,PROF. DR. ERSHADUL HAQUE,,Orthopaedic Surgery,Mirpur
PDC-682,ASSO. PROF. DR. MD. KAMRUZZAMAN,,Orthopaedic Surgery,Mirpur
PDC-683,DR. MAHAMUD MANNAN,,Orthopaedic Surgery,Mirpur
PDC-684,ASST. PROF. DR. MD. AMIRUL ISLAM,,"Orthopaedic Surgery, Orthopedics",Barisal
PDC-685,ASSO. PROF. DR. M A MOMEN,Associate Professor,Orthopaedic Surgery,Rangpur
PDC-686,ASST. PROF. DR. A B M MORSHED GONI,Assistant Professor,Orthopaedic Surgery,Rangpur
PDC-687,DR. MIR SHAHIDUL HASAN SHAHIN,,"Orthopaedic Surgery, Orthopedics",Barisal
PDC-688,ASST. PROF. DR. MD. WBAYDUR RAHMAN (WBAYED),,Orthopaedic Surgery,Gazipur
PDC-689,ASST. PROF. DR. MD. SHAHIDULLAH,,Orthopaedic Surgery,Kushtia
PDC-690,DR. A.K.M.NAZMUL HAQUE,MBBS.BCS ( Health). MS (Orthosurgery). NITOR. Consultant (Orthopedic Department). Mymensingh Medical College & Hospital.,Orthopaedic Surgery,Mymensingh
PDC-691,PROF. DR. MD. SAIDUL ISLAM,"MBBS (DMC), MS (Orthopeadics Surgery ), Professor , Department of Orthopeadic, Dhaka Medical College, Dhaka.",Orthopaedic Surgery,Dhanmondi
PDC-692,PROF.DR.SAMARJIT BARUA,,Orthopaedic Surgery,Uttara
PDC-693,PROF. DR. MD. KAMRUL AHSAN,Professor,Orthopaedic Surgery,Dinajpur
PDC-694,DR. MD. ABU ZAKER HOSSAIN SARKER,,Orthopaedic Surgery,Dinajpur
PDC-695,DR. FAZLAY RABBY KHAN,,"Orthopaedic Surgery, Orthopedics",Barisal
PDC-696,ASSTT. PROF. DR.MD QUMRUZZAMAN PARVEZ,"MBBS,BCS,(Health),MS,(Ortho Surgery),Asstt. Prof.,Orthopedic Surgery, Rajshahi Medical College & Hospital",Orthopaedic Surgery,Rajshahi
PDC-697,DR.MD. ALAMGIR HOSSAIN (JONY),,Orthopaedic Surgery,Dhanmondi
PDC-698,DR. MOHAMMAD MASUDUR RAHMAN,,Orthopaedic Surgery,Gazipur
PDC-699,DR. DILIP KUMAR MOLLIK,,Orthopaedic Surgery,Gazipur
PDC-700,PROF. DR. GOURANGA BAIRAGI,,Orthopaedic Surgery,Gazipur
PDC-701,ASST. PROF. DR. M. AMINUL ISLAM,"MBBS, MS(Ortho-Surgery) Member(AO Trauma & Spine)- SWITZERLAND , Higher Training (AO Trauma & Spine)- INDIA, SRI-LANKA, INDONESIA, MALAYSIA, Assistant Professor (Othopaedics). Mymensingh Medical College & Hospital, Mymensingh.",Orthopaedic Surgery,Mymensingh
PDC-702,PROF. DR. MD. WAHIDUR RAHMAN,"MBBS (Dhaka),MS (Ortho) National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR) Dhaka",Orthopaedic Surgery,Shantinagar
PDC-703,DR. MD. ALI FAISAL (LITON),"MBBS, MS(Ortho), Fellowship in Arthroscopy & Arthroplasty (Korea & India), Bone, Joint & Spine Specialist, Associate Professor, BSMMU",Orthopaedic Surgery,Dhanmondi
PDC-704,ASSTT. PROF. DR. MD. MONOWAR TARIK (SABU),"MBBS, BCS (Health) , D-Ortho, M.S (Ortho) BSMMU Specialized Training in Spine Surgery(Dhaka) , Assistant Professor Dept. of Orthopedic Surgery Rajshahi Medical College Hospital",Orthopaedic Surgery,Rajshahi
PDC-705,DR. MD. SAZZAD HOSSAIN (SHAWON),,Orthopaedic Surgery,Gazipur
PDC-706,DR. ASGAR HOSSAIN SHOHAG,,Orthopaedic Surgery,Gazipur
PDC-707,DR. MD. ANISUZZAMAN,,Orthopaedic Surgery,Gazipur
PDC-708,DR. NRIPEN KUMAR KUNDU,"MBBS(Dhaka), FCPS(Surgery), D-Orth(NITOR), A O TROMA(Basic), Fellowship in Pediatrics Orthopedic, Assistant Professor, PMC",Orthopaedic Surgery,Dhanmondi
PDC-709,ASST. PROF. DR. MD. NAJIBUL ISLAM,"MBBS(DU), D-Ortho(MMCH), MRCS(UK,Edin)",Orthopaedic Surgery,Uttara
PDC-710,PROF. DR. BIDHAN CHANDRA ROY,,Orthopaedic Surgery,Chattogram
PDC-711,ASST. PROF. DR. A. K. M. HARUN -AR- RASHID,,Orthopaedic Surgery,Chattogram
PDC-712,ASST. PROF. DR. MD. JAMAL UDDIN,,Orthopaedic Surgery,Chattogram
PDC-713,DR. MD. ZIAUL HASAN ( SHEPU),,Orthopaedic Surgery,Kurigram
PDC-714,ASSTT PROF. DR. SYED SHAMSUL AREFIN ( JEWEL ),,Orthopaedic Surgery,Bogura
PDC-715,DR. MOHAMMAD ZOHIRUL ISLAM (EVENING),,Orthopaedic Surgery,Uttara
PDC-716,PROF.DR.M.A.RAHMAN (MORNING),,Orthopaedic Surgery,Uttara
PDC-717,ASST. PROF. DR. MUNIRUZZAMAN HIRA,,Orthopaedic Surgery,Barisal
PDC-718,ASSOCIATE PROFESSOR DR. ABDULLAH AL-MAHMUD BILAL (MORNING),"MBBS, BCS (Health), MS (Trauma & Orthopedic Surgeon), National Institute of Traumatology & Orthopaedic Rehabilitation (NITOR).",Orthopaedic Surgery,Noakhali
PDC-719,ASSO. PROF. DR. SHORIFUL ISLAM,,Orthopaedic Surgery,Mirpur
PDC-720,DR. MD. ZIAUL HASAN,"MBBS,(Dhaka). BCS,(Health) MS(Orthopedic- DMC) National Orthopaedic Hospital. (Nitor- Dhaka)","Orthopedics, Orthopaedic Surgery",Barisal
PDC-721,DR. S.M. MUSA,"MBBS(Dhaka), MS(Orthopedic Surgery)Bone & Joint Specialist Orthopedic Surgery Dept.BSMMU-Bangabandhu Sheikh Mujib Medical University(Ex. PG Hospital)",Orthopaedic Surgery,Narayangonj
PDC-722,DR.SYED MOHAMMAD SHAKAWAT HOSSAIN,,Orthopaedic Surgery,Bogura
PDC-723,DR. MD. ABDUL HYE,,Orthopaedic Surgery,Chattogram
PDC-724,PROF. DR. ERSHADUL HAQUE,Professor,Orthopaedic Surgery,Uttara
PDC-725,ASST. PROF. DR. MD. KAMRUL ISLAM (KAMAL),,Orthopaedic Surgery,Gazipur
PDC-726,PROFESSOR DR. ANOWARUL AZIM,"MBBS; MS (Ortho Surgery); Ex Professor Comilla Medical College & Hospital, Comilla.",Orthopaedic Surgery,Noakhali
PDC-727,DR. MD.TASHFIC AHMED,,Orthopaedic Surgery,Chattogram
PDC-728,DR. SHIBENDU MISTRY,"MBBS (Dhaka), BCS (Health) MS (Orthopaedic Surgery) BSMMU. Resident Surgeon (Orthopedics & Traumatology) Ortho. & Trauma Specialist Surgeon. Spine Surgery, Llizarov, Arthroplasty & Arthroscopy Surgeon .Khulna Medical College Hospital,khulna.",Orthopaedic Surgery,Khulna
PDC-729,DR. MD. KAMRUZZAMAN,"MBBS (CMC), BCS (Health) D-Ortho(Nitor), AO-Trauma (Basic & Advanced) Trauma & Orthopaedic Surgeon . Senior Consaltant(Orthopaedic Surgery) 250 Beded General Hospital, Khulna.",Orthopaedic Surgery,Khulna
PDC-730,ASST. PROF. DR. MD. AKTER UZZAMAN,"MBBS (DU), CCD (BIRDEM) PGT (Radiology & Imaging) D-Ortho ( BSMMU/PG Hospital), Specialist in Bone, Joint, Injuries Rheumatic & Paralysis, Orthopedics & Trauma Surgeon, Head of Department Gazi Medical College Hospital, Khulna",Orthopaedic Surgery,Khulna
PDC-731,DR.SOMESH DEB,,Orthopaedic Surgery,Chattogram
PDC-732,PROF.DR.M.A.RAHMAN(EVENING SHIFT),,Orthopaedic Surgery,Uttara
PDC-733,ASST. PROF. DR. Z. WADUD,"MBBS, MS(Orthopedic & Trauma)",Orthopaedic Surgery,Narayangonj
PDC-734,DR. MOHAMMAD SAYEED AL MAHMUD,"MBBS(MMC), BCS(Health), MS(Orthopaedic Surgery). Bone & Joint Disease Specialist. Senior Consultant(Orthopaedic Surgery). Current Posting:-Narayanganj 300 Bed Hospital. BMDC Reg. No:A 37438",Orthopaedic Surgery,Narayangonj
PDC-735,DR. MEHEDI HASAN,MBBS.BCS.MS(ORTHO SURGERY) Current Posting:-National Institute of Traumatology and Orthopedic Rehabilitation(NITOR),Orthopaedic Surgery,Narayangonj
PDC-736,DR. MD. MAHFUZUR RAHMAN,"MBBS (DU), BCS(Health), MS(Orthopaedics) Current Posting:-BSMMU-Bangabandhu Sheikh Mujib Medical University(Ex. PG Hospital)",Orthopaedic Surgery,Narayangonj
PDC-737,DR. MD. MAHFUZUR RAHMAN,"MBBS; BCS (Health); MS (Orthopaedic); Bangabandhu Sheikh Mujib Medical University (PG Hospital), Sahbag, Dhaka.",Orthopaedic Surgery,Noakhali
PDC-738,DR. MD. MAMUNUR RASHID,"MBBS, BCS (Health), MS (Orthopaedic Surgery) BSMMU, Orthopaedic & Trauma Surgeon. Consaltant- Kurmitola General Hospital, Dhaka Cantonment, Dhaka",Orthopaedic Surgery,Khulna
PDC-739,DR. SHEIKH KAWSAR MAHMOOD,,Orthopaedic Surgery,Chattogram
PDC-740,ASSISTANT. PRO DR.BIPUL KUMAR DAS,,Orthopaedic Surgery,Savar
PDC-741,DR. RATAN KUMAR PAUL,,Orthopaedic Surgery,Kushtia
PDC-742,DR. UDAY KUMAR SARKER,,Orthopaedic Surgery,Dinajpur
PDC-743,ASST. PROF. DR. MOHAMMAD MAHBUBUR RAHMAN KHAN,"MBBS,MS (Ortho surgery),Assistant professor,National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR)",Orthopaedic Surgery,Shantinagar
PDC-744,PROF.DR. JAWAHER JAHAN,MBBS.MS (Ortho),Orthopaedic Surgery,Dhanmondi
PDC-745,CONSULTANT. DR. FAISAL AMIN AHMED,"MBBS, BCS (Health). MS-Orthopedic Surgery& Consultant Surgeon (BSMMU), Life Member (AO Spine), Trauma, Orthopedic, Arthoscopy, Arthroplasty. Spine Specialist And Surgeon, (NITOR). Orthopedic, Bone Joints, Fractures, Arhritist Pain, Knee Spine, Accidental Diseases Specialist And Surgeons.",Orthopaedic Surgery,Shyamoli
PDC-746,DR.MD. MAHFUZZAMAN,,Orthopaedic Surgery,Kushtia
PDC-747,DR. MOHAMMAD KHALED IQBAL (TIPU),,Orthopaedic Surgery,Gazipur
PDC-748,ASST. PROF.DR. NABIL ZUNAYED SIDNY,,Orthopaedic Surgery,Uttara
PDC-749,ASSTT. PROF. DR. MD. SAROWAR JAHAN,"MBBS (DMC), BCS (HEALTH), FCPS (Ortho Surgery), Asstt. Prof., Orthopedic Surgery, Natoional Institute Of Traumatology and Orthopaedic Rehabilitation",Orthopaedic Surgery,Rajshahi
PDC-750,DR. SAIKAT GHOSH,,Orthopaedic Surgery,Chattogram
PDC-751,DR.A.K.M. LATIFUL BARI,,Orthopaedic Surgery,Bogura
PDC-752,PROF.DR.M.A.RAHMAN (EVENING),,Orthopaedic Surgery,Uttara
PDC-753,ASSOCIATE PROFESSOR DR. ABDULLAH AL-MAHMUD BILAL (EVENING),"MBBS, BCS (Health), MS (Trauma & Orthopedic Surgeon), National Institute of Traumatology & Orthopaedic Rehabilitation (NITOR).",Orthopaedic Surgery,Noakhali
PDC-754,PROF. DR. FAKHRUL AMIN KHAN (MRIDUL),"MBBS (Dhaka), MS (Ortho), Professor & Head, Dept. of Orthopedics' Surgery, DMCH, Dhaka.",Orthopaedic Surgery,Dhanmondi
PDC-755,ASST. PROF. DR. BELAYET HOSSAIN,"MBBS.(Dhaka),MS(Ortho-Surgery). Ex-Asst.Professor,Orthopedic Department. Mymensingh Medical College & Hospital.Mymensingh.",Orthopaedic Surgery,Mymensingh
PDC-756,PROF. DR. QAMRUL ALAM SALEH,"MBBS, MS (Ortho) Ex.Professor, National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR) Dhaka",Orthopaedic Surgery,Shantinagar
PDC-757,PROF. DR. QAMRUL ALAM SALEH (REPORT),"MBBS, MS (Ortho) Ex.Professor, National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR) Dhaka",Orthopaedic Surgery,Shantinagar
PDC-758,DR. TANVIR ASHRAF,,Orthopaedic Surgery,Badda
PDC-759,PROF. DR. MOINUDDIN AHAMED CHOWDHURY (MORNING),"MBBS, MS (Ortho), RCO (USA). National Institute of Traumatology & Orthopaedic Rehabilitation (NITOR).",Orthopaedic Surgery,Dhanmondi
PDC-760,DR. MD. MOSTAFIZUR RAHMAN,"MBBS, BCS(Health), MS(Ortho-Surgery) Current Posting:- National Institute of Traumatology and Orthopedic Rehabilitation(NITOR). BMDC Reg. No- A62737",Orthopaedic Surgery,Narayangonj
PDC-761,DR. MUHAMMAD AROZULLAH,,Orthopaedic Surgery,Kushtia
PDC-762,DR. MOHAMMAD KHURSHED ALAM,"MBBS (DMC), MS(Ortho) Orthopaedic, Arthroscopic & Trauma Surgeon Associate Professor (Orthopaedics) Dhaka Medical College Hospital",Orthopaedic Surgery,Dhanmondi
PDC-763,PROF. DR. SHYAMAL DEBNATH,Professor,Orthopaedic Surgery,Rangpur
PDC-764,DR.DEBDULAL DEBNATH,"MBBS,D-Ortho, Orthopedic Surgery and Trauma Specialist, Specially Trained in Arthroscopy and Spine Surgery Consultant, Orthopedic Surgery, Central Police Hospital (CPH) Rajarbagh, Dhaka",Orthopaedic Surgery,Dhanmondi
PDC-765,ASST. PROF. DR. MOHAMMAD MOHSHIN REZA,"MBBS, BCS(Health), MS(Orthopaedic) Consultant-National Institute of Traumatology and Orthopedic Rehabilitation(NITOR)",Orthopaedic Surgery,Narayangonj
PDC-766,DR. MD. RASHEDUL ISLAM,,Orthopaedic Surgery,Rangpur
PDC-767,PROF. DR. MD. ABDUS SOBUR,,Orthopaedic Surgery,Shyamoli
